fr	zh
Le taux de reproduction de base (R0) était de 3,77 (IC à 95 % : 3,51-4,05), et le R0 ajusté était de 2,23-4,82.	基本再生数 (R0) 为 3.77 (95% CI: 3.51-4.05)，调整后的 R0 为 2.23-4.82。
Le nombre de personnes infectées avait augmenté de manière exponentielle jusqu’au 23 janvier 2020, ce qui coïncide avec les déplacements massifs qui ont eu lieu avant le Festival du printemps en Chine.	感染者数量在 2020 年 1 月 23 日之前呈指数级增长，与中国春节前的大规模人口流动时间相吻合。
La mortalité des patients identifiés comme des cas confirmés était de 1,44 % (IC à 95 % : 1,10-1,86 %), et la mortalité ajustée de l’ensemble des patients était de 3,06 % (IC à 95% : 2,02-4,59 %).	确诊病例的死亡率为 1.44% (95% CI: 1.10-1.86%)，所有患者的调整后死亡率为 3.06% (95% CI: 2.02-4.59%)。
Les trois principaux facteurs de risque de la COVID-19 étaient le sexe (homme), l’âge (≥ 60) et une pneumonie sévère.	COVID-19 的三个主要危险因素是性别（男性）、年龄（≥60 岁）和严重肺炎。
Les coronavirus constituent une sous-famille de grands virus enveloppés contenant un ARN simple brin.	CoV 是一个包含单正义链 RNA 的大型包膜病毒亚家族。
Ils peuvent être classés en quatre genres, à savoir alpha, bêta, gamma et delta, les coronavirus connus pour infecter l’Homme appartenant aux genres alpha et bêta.	它们可分为四个属，即 α、β、γ 和 δ，其中 α-CoV 和 β-CoV 已知会感染人类。
La glycoprotéine Spike (S) de l’enveloppe se lie à l’enzyme de conversion de l’angiotensine 2 (ACE2) et à la dipeptidyl peptidase-4 (DPP4) de ses récepteurs cellulaires pour le SARS-CoV et le MERS-CoV, respectivement, puis une fusion membranaire se produit.	SARS-CoV 和 MERS-CoV 的包膜刺突糖蛋白 (S) 与其细胞受体血管紧张素转换酶 2 (ACE2) 和二肽基肽酶 4 (DPP4) 结合，然后发生膜融合。
Le génome ARN viral est libéré dans le cytoplasme ; après réplication du génome viral, l’ARN génomique accompagné par des glycoprotéines d’enveloppe et des protéines de nucléocapside forme des vésicules contenant des virions, qui fusionnent alors avec la membrane plasmique pour libérer le virus.	病毒 RNA 基因组被释放到细胞质中；病毒基因组复制后，基因组 RNA 与包膜糖蛋白以及核衣壳蛋白一起形成含病毒体的囊泡，然后与质膜融合并释放病毒。
La première séquence génomique du SARS-CoV-2 a été présentée le 10 janvier 2020.	SARS-CoV-2 的第一个基因组序列已于 2020 年 1 月 10 日报道。
Il a été établi que le SARS-CoV-2 est un nouveau type de bêtacoronavirus, avec plus de 99,98 % d’identité génétique entre 10 échantillons séquencés prélevés sur le site d’origine de l’épidémie, le marché de fruits de mer de Huanan à Wuhan.	结果发现，SARS-CoV-2 是一种新型 β-CoV，从最初爆发地点武汉市华南海鲜市场采集的 10 个测序样本中，基因一致性超过 99.98%。
Le SARS-CoV-2 est génétiquement plus proche du SARS-CoV que du MERS-CoV.	相对于 MERS-CoV，SARS-CoV-2 在基因方面与 SARS-CoV 更加相似。
À l’aide de la microscopie électronique en transmission, des particules de SARS-CoV-2 ont été détectées dans des sections ultrafines d’épithélium humain des voies respiratoires.	通过透射电子显微镜，已经在人气道上皮的超薄切片中发现了 SARS-CoV-2 颗粒。
L’ACE2 humain a été identifié comme étant un récepteur du SARS-CoV-2 et du SARS-CoV.	研究发现，人 ACE2 是 SARS-CoV-2 以及 SARS-CoV 的受体。
Cependant, la protéine S du SARS-CoV-2 se lie à l’ACE2 humain moins fortement que celle du SARS-CoV, ce qui coïncide avec le fait que le SARS-CoV-2 cause une infection moins importante que le SARS-CoV.	但是，相对于 SARS-CoV，SARS-CoV-2 的 S 蛋白与人 ACE2 的结合力较弱，这与 SARS-CoV-2 导致的患者感染严重程度低于 SARS-CoV 的事实相吻合。
Le SARS-CoV-2 peut également former une nouvelle protéine courte codée par l’orf3b ainsi qu’une protéine secrétée codée par l’orf8.	SARS-CoV-2 还可形成由 orf3b 编码的新型短蛋白以及由 orf8 编码的分泌蛋白。
L’orf3b du SARS-CoV-2 pourrait jouer un rôle dans la pathogénicité virale et inhiber l’expression de l’IFNβ ; cependant, l’orf8 ne contient pas de domaines ou de motifs fonctionnels connus.	SARS-CoV-2 的 orf3b 可能在病毒致病性中发挥作用并抑制 IFNβ 的表达；但是，orf8 不包含任何已知的功能结构域或基序。
Le 18 février 2020, Zhou, et al., présentaient la structure cryo-ME de l’ACE2 humain complet à une résolution de 2,9 Å en complexe avec le transporteur d’acides aminés B0AT1.	2020 年 2 月 18 日，Zhou 等人报道了与氨基酸转运蛋白 B0AT1 形成复合物的全长人 ACE2 的冷冻电子显微镜 (cryo-EM) 结构，分辨率达到 2.9 Å。
Ils ont découvert que le complexe, qui présentait des conformations ouvertes et fermées, était assemblé sous forme de dimère et que le complexe ACE2-B0AT1 pouvait lier deux protéines S, ce qui fournit des indications pour la reconnaissance et l’infection du coronavirus.	他们发现，该复合物具有开放和封闭的构象，被组装成二聚体，ACE2-B0AT1 复合物可以结合两个 S 蛋白，从而提供 CoV 识别和感染的证据。
Le B0AT1 pourrait devenir une cible thérapeutique pour le criblage de médicaments en vue d’éliminer l’infection au SARS-CoV-2.	B0AT1 可能成为药物筛选以抑制 SARS-CoV-2 感染的治疗靶点。
L’hôte d’origine et l’hôte intermédiaire	起源和中间宿主
Il a été établi que le SARS-CoV et le MERS-CoV provenaient des chauves-souris et qu’ils ont été transmis à l’Homme via les civettes et les camélidés, respectivement.	众所周知，SARS-CoV 和 MERS-CoV 都起源于蝙蝠，并分别通过果子狸和骆驼传播给人类。
Suite à une comparaison phylogénétique du SARS-CoV-2 avec d’autres coronavirus, les chauves-souris ont été avancées comme étant l’hôte natif du SARS-CoV-2, puisque le nouveau virus est à 96 % identique aux deux coronavirus de type SRAS provenant des chauves-souris appelés bat-SL-CoVZX45 et bat-SL-CoVZX21.	通过 SARS-CoV-2 与其他 CoV 的系统发育比较，蝙蝠被认为是 SARS-CoV-2 的天然宿主，因为这种新病毒与来自蝙蝠的两种 SARS 样 CoV——分别名为 bat-SL-CoVZX45 和 bat-SL-CoVZX21——具有 96% 的一致性。
Cependant, l’hôte intermédiaire qui a permis au virus de franchir la barrière des espèces pour infecter l’Homme reste inconnu, et la voie de transmission est encore à élucider.	但是，尚不清楚什么中间宿主帮助病毒跨越物种屏障感染人类，其传播途径也待阐明。
Ji, et al., ont émis l’hypothèse selon laquelle le virus aurait pu être transmis des chauves-souris à l’Homme par les serpents, ce qui impliquerait une recombinaison homologue au sein de la protéine S.	Ji 等人提出蛇是从蝙蝠到人的病毒携带者，其中涉及 S 蛋白内部的同源重组。
D’après une étude menée par des chercheurs de Guangzhou, en Chine, le pangolin - un mammifère au long museau se nourrissant de fourmis, souvent utilisé en médecine traditionnelle chinoise - pourrait être l’hôte intermédiaire du SARS-CoV-2 si l’on en juge par l’homologie génétique à 99 % réalisée entre un coronavirus découvert chez les pangolins et le SARS-CoV-2.	根据一项研究，中国广州的研究人员认为，鉴于在穿山甲——一种长吻食蚁兽，经常用于中药——中发现的一种 CoV 与 SARS-CoV-2 具有 99% 的基因同源性，因此认为穿山甲是 SARS-CoV-2 的潜在中间宿主。
Cependant, un écart de 1 % entre deux génomes constitue une différence d’importance ; il convient donc d’attendre des résultats concluants permettant d’établir des preuves concrètes (Fig. ​(Fig.33).	但是，两个基因组之间 1% 的差异仍然是巨大的区别；因此，尚待具体证据提供决定性结果（图 ​(Fig.33）。
Les propriétés physico-chimiques du SARS-CoV-2 sont encore très peu connues.	SARS-CoV-2 的理化性质在很大程度上仍不清楚。
Le SARS-CoV et le MERS-CoV peuvent survivre in vitro pendant 48 heures en environnement sec et jusqu’à 5 jours à une température de 20 °C et une humidité de 40 à 50 %.	SARS-CoV 和 MERS-CoV 在干燥环境中可以体外存活 48 小时，在 20 °C 和 40%-50% 湿度下最多可以存活 5 天。
Le SARS-CoV-2 pourrait très bien posséder des propriétés similaires.	SARS-CoV-2 可能具有类似的性质。
Il semblerait que le SARS-CoV-2 soit sensible aux rayons ultraviolets ainsi qu’à une température de 56 °C pendant 30 minutes ; l’éther, l’éthanol à 75 %, les désinfectants à base de chlore, l’acide peracétique, le chloroforme ainsi que d’autres solvants gras, mais pas la chlorhexidine, peuvent efficacement inactiver le virus.	据报道，SARS-CoV-2 对紫外线以及热敏感——56 °C 30 分钟；乙醚、75% 乙醇、含氯消毒剂、过氧乙酸、氯仿和其他脂溶剂均可有效灭活病毒，但氯已定不能有效灭活病毒。
La population humaine dans son ensemble est, de manière générale, dépourvue d’immunité au SARS-CoV-2 et est donc vulnérable au nouveau virus.	人类普遍缺乏对 SARS-CoV-2 的免疫力，因此对这种新型病毒易感。
À l’heure actuelle, aucune étude détaillée n’a été rapportée concernant la réponse immunologique au SARS-CoV-2.	目前，尚无关于 SARS-CoV-2 的免疫应答的详细研究报道。
Par conséquent, nous ne pouvons nous référer qu’aux études précédemment réalisées sur d’autres coronavirus, notamment sur le SARS-CoV et le MERS-CoV (Fig. ​(Fig.4).4).	因此，我们只能参考以前关于其他 CoV 的研究，特别是 SARS-CoV 和 MERS-CoV（图 (Fig.4).4）。
En général, lorsqu’un virus infecte un hôte, il est d’abord reconnu par le système immunitaire inné de celui-ci par le biais des récepteurs de reconnaissance de motifs moléculaires (PRR), notamment les récepteurs de lectine de type C, les récepteurs de type Toll (TLR), les récepteurs de type NOD (NLR) et les récepteurs de type RIG-I (RLR).	一般而言，病毒在入侵宿主后，首先会被宿主的固有免疫系统通过模式识别受体 (PRR) 识别，包括 C 型凝集素样受体、Toll 样受体 (TLR)、NOD 样受体 (NLR) 以及 RIG-I 样受体 (RLR)。
Par différentes voies, le virus induit l’expression de facteurs inflammatoires, la maturation des cellules dendritiques et la synthèse d’interférons de type I (IFN) qui limitent la propagation du virus et accélèrent la phagocytose macrophage des antigènes viraux.	病毒通过不同的通路诱导炎性因子表达、树突状细胞成熟以及 I 型干扰素 (IFN) 合成，它们会限制病毒的传播并加速病毒抗原的巨噬细胞吞噬。
Cependant, la protéine N du SARS-CoV peut permettre au virus d’échapper aux réponses immunitaires.	但是，SARS-CoV 的 N 蛋白可以帮助病毒摆脱免疫应答。
