fr	zh
La formule allemande a été publiée le 17 janvier 2020. Le protocole développé par les Centres pour le contrôle des maladies des États-Unis n’a été publiée que le 28 janvier, retardant la disponibilité des tests aux États-Unis.La Chine et les États-Unis ont eu des problèmes au niveau de la fiabilité des kits de test au début de l’épidémie, et ces pays, ainsi que l’Australie, n’ont pas pu fournir suffisamment de kits pour répondre à la demande et aux recommandations de dépistage des spécialistes de la santé.	德国的方法已在 2020 年 1 月 17 日公布；美国疾病控制与预防中心制定的方案在 1 月 28 日后方可使用，从而限制了美国的检测能力。中国和美国在爆发早期都遇到了检测试剂盒可靠性的问题，这两个国家和澳大利亚无法提供足够的检测盒来满足需求和健康专家提出的检测建议。
Il y avait assez de cas d’une pneumonie inconnue signalés aux autorités sanitaires de Wuhan pour déclencher une investigation début janvier. Aux premières phases de l’épidémie, le nombre de cas doublait environ tous les sept jours et demi.	武汉卫生部门收到众多不明原因肺炎病例报告后，于 1 月初启动了一项调查。在疫情爆发早期，病例数量大约每七天半翻一倍。
Plusieurs autres pays ont également géré la pandémie à l’aide d’un traçage agressif des contacts, de restrictions des voyages entrants, de dépistage et de mise en quarantaine, mais avec des confinements moins agressifs, comme l’Islande et la Corée du Sud.	爱尔兰和韩国等其他几个国家/地区也通过大规模追踪接触者、限制入境旅行、检测和隔离以及不太激进的封锁措施控制住了疾病的大规模流行。
Une première étude de laboratoire a révélé qu’à la semaine calendaire 12/2020, un total d’au moins 483 295 échantillons ont été testés jusqu’à la semaine 12/2020 comprise et que 33 491 échantillons (6,9 %) ont obtenu un résultat positif pour le SARS-CoV-2.En Israël, des chercheurs du Technion et de l’hôpital Rambam ont développé et testé une méthode d’analyse des échantillons de 64 patients à la fois, en regroupant les échantillons et en ne procédant au dépistage que si l’échantillon combiné se révèle positif.À Wuhan, un laboratoire improvisé de détection d’urgence de 2 000 mètres carrés dénommé « Huo-Yan » (en chinois : 火眼, soit « Œil de feu » en français) a été ouvert le 5 février 2020 par BGI, et peut traiter plus de 10 000 échantillons par jour.	一项初期的实验室调查显示，截至 2020 年第 12 周，至少一共检测了 483,295 个样本（包括 2020 年第 12 周在内），检测出 33,491 个样本 (6.9%) SARS-CoV-2 呈阳性。在以色列，Technion 和 Rambam 医院的研究人员研制并测试了一个用于同时检测 64 名患者样本的方法，即汇总样本，并仅在合并的样本被发现为阳性时才进行进一步检测。在武汉，华大基因 (BGI) 临时建立了一个名为“火眼”的 2000 平米紧急检测实验室，于 2020 年 2 月 5 日投入使用，每天可以处理 10,000 多个样本。
Le 20 mars, les États-Unis ont commencé à retirer partiellement leurs troupes d’Irak en raison de la pandémie.	3 月 20 日，受这一流行病的影响，美国开始从伊拉克撤回部分军队。
Ce protocole décrit la manière dont nous avons adapté un système de surveillance national de la grippe afin de surveiller la propagation communautaire d’une infection inattendue au COVID-19.	该方案描述了我们如何调整全国性流感监测系统以监控意外 COVID-19 感染的社区扩散。
Les éléments d’imagerie caractéristiques sur les radiographies et la tomodensitométrie (scanner) des personnes présentant des symptômes comprennent des opacités en verre dépoli périphériques asymétriques et une absence d’épanchement pleural.	发病患者的 X 片和计算机断层扫描 (CT) 的典型成像特征包括外周磨玻璃影不对称和无胸腔积液。
Cela a également entraîné une pénurie d’équipements de protection individuelle dans le monde entier et l’OMS avertit que cela mettra en danger les professionnels de la santé.	此外还导致全球个人防护设备短缺。世界卫生组织警告称，这将对医护人员造成威胁。
Une situation similaire avait été observée pour le diagnostic du SRAS.	诊断 SARS 时也发生了类似的情况。
Près de 364 000 personnes sont guéries.	治愈约 36.4 万人。
ma sœur a des symptômes similaires	我的姐妹有类似的症状
Selon les différences des séquences protéiniques, les CoV sont classés en quatre genres (alpha-CoV, bêta-CoV, gamma-CoV et delta-CoV). Le genre des Bêta-CoV contient la majorité des HCoV et est divisé en quatre lignées (A, B, C et D).	在发生该里程碑事件的同一天，马拉维证实了该国首例冠状病毒感染，赞比亚出现首例与冠状病毒相关的死亡病例。
L’Organisation des pays exportateurs de pétrole (OPEP) se serait « brouillée » après une forte diminution des prix du pétrole en raison de la baisse de la demande en Chine.	据报道，因中国需求下降，石油输出国组织 (OPEC) 在油价大幅下跌后“处境艰难”。
Qui plus est, la modification du système de surveillance existant afin de recueillir les données de la population de façon parallèle a également été efficace.	此外，修改现有监测系统以并行方式采集人口数据也很有效。
Le gouvernement autrichien a ordonné que toute personne entrant dans un supermarché porte un masque.	奥地利政府规定，所有人进入杂货店均需戴口罩。
Par ailleurs, le maintien de l’équilibre électrolytique, la prévention et le traitement des infections secondaires et des chocs septiques, ainsi que la protection des fonctions des organes vitaux sont également essentiels pour les patients atteints du SARS-CoV-2.	此外，维持电解质平衡、预防和治疗继发感染和脓毒性休克以及保护重要器官功能对于 SARS-CoV-2 患者也是必不可少的。
Les coronavirus constituent une sous-famille de grands virus enveloppés contenant un ARN simple brin.	CoV 是一个包含单正义链 RNA 的大型包膜病毒亚家族。
La comparaison de l’ensemble du génome a révélé à ce jour un maximum de 92 % de matériel génétique commun entre le coronavirus des pangolins et le SARS-CoV-2, ce qui est insuffisant pour prouver que les pangolins sont l’hôte intermédiaire.	截至目前的全基因组对比发现，穿山甲冠状病毒和 SARS-CoV-2 之间最多有 92% 的遗传物质相同，还不足以证明穿山甲就是中间宿主。
Politico a cité Tim Manning, ancien administrateur adjoint de la FEMA, qui a déclaré que « la FEMA joue un rôle important dans la coordination de la réponse à la crise à plus grande échelle » et « [e]n cas d’urgence, la FEMA doit être impliquée. »	Politico援引FEMA前副局长Tim Manning的话表示，“FEMA在协调更大的危机应对行动方面发挥着重要作用”，“[如﻿ 出现紧急情况，FEMA需要介入。”
Le 12 mars, Human Rights Watch a exhorté les autorités pénitentiaires à relâcher sans condition les défenseurs des droits de l’homme détenus pour dissidence pacifique, et de relâcher temporairement tous les prisonniers remplissant certaines conditions.	3 月 12 日，人权观察组织敦促伊朗监狱无条件释放因和平表达异议而被拘留的人权捍卫者，并临时释放所有符合条件的囚犯。
Certains patients ont présenté une dyspnée et/ou une hypoxémie une semaine après l’apparition de la maladie.	一些患者在发病后一周出现呼吸困难和/或低氧血症。
La Corée du Sud a introduit le dépistage de masse et les mises en quarantaine localisées, et a émis des alertes sur les déplacements de personnes infectées.	韩国引入了大规模筛查与局部隔离措施，并就感染者的活动轨迹发布了警报。
Elle a suscité beaucoup d’attention depuis sa publication.	自发布以来，它引起了广泛的关注。
Le 28 février, Scope Ratings GmbH a confirmé la notation de la dette souveraine de la Chine, mais a conservé une perspective négative.	2 月 28 日，Scope Ratings GmbH 确认了中国的主权信用评级，但仍保持负面展望。
Au 28 mars, 32 308 cas étaient confirmés à New York et 672 personnes étaient décédées du virus. Le 26 mars, les États-Unis rapportaient plus de cas confirmés d’infection au coronavirus que n’importe quel autre pays du monde, y compris la Chine et l’Italie. Au 8 avril, 400 335 cas étaient confirmés aux États-Unis et 12 841 personnes étaient décédées.	截至 3 月 28 日，纽约市累计确诊病例达 32,308 例，因病毒死亡 672 例。3 月 26 日，据报道称美国确诊的新型冠状病毒感染病例数超过包括中国和意大利在内的任何其他国家。截至 4 月 8 日，美国累计确诊病例达 400,335 例，死亡 12,841 例。
Aux États-Unis, les kits de test développés par les CDC présentaient des « défauts ». Le gouvernement a alors éliminé les barrières bureaucratiques qui faisaient obstacle aux tests privés.L’Espagne a acheté des kits de test auprès de la société chinoise Shenzhen Bioeasy Biotechnology Co Ltd, mais s’est aperçue que les résultats n’étaient pas fiables.	在美国， 由 CDC 研制的检测试剂盒具有“缺陷”；随后，政府消除了阻碍私人实验室检测的官僚主义障碍。西班牙从中国公司深圳易瑞生物技术有限公司购买了检测盒，发现检测结果不准确。
En février 2020, des chercheurs chinois ont découvert qu’il n’y a qu’un seul acide aminé de différence dans certaines parties des séquences du génome entre les virus issus des pangolins et ceux issus des humains.	2020 年 2 月，中国研究人员发现，穿山甲体内的病毒与人体上的病毒在基因组序列的某些部分只差一个氨基酸。
